"time","dx","dy","x","y"
0,1,0,0.5,1
0.12,1,-1.1772,0.6199999999999999,0.9293679999973428
0.24,1,-2.3544,0.74,0.7174719999971066
0.36,1,-3.5316,0.86,0.3643119999969531
0.4000000001100023,1,-3.924000001079122,0.9000000001100023,0.2151999995652739
0.4000000001100023,-0.9,-3.924000001079122,0.9000000001100023,0.2151999995652739
0.400000000354451,-0.9,-3.924000003477164,0.8999999998899983,0.2151999986060564
0.400000000354451,-0.9,-3.924000003477164,0.8999999998899983,0.2151999986060564
0.4283529369004978,-0.9,-4.202142310993883,0.8744823569985563,0.09999999988996211
0.4283529369004978,-0.9,3.781928079894495,0.8744823569985563,0.09999999988996211
0.48,-0.9,3.275270390888379,0.8280000002090043,0.282241787240369
0.6,-0.9,2.098070390888378,0.7200000002090043,0.604642234144853
0.72,-0.9,0.9208703908883784,0.6120000002090044,0.7857786810504964
0.84,-0.9,-0.2563296091116216,0.5040000002090044,0.8256511279563526
0.96,-0.9,-1.433529609111622,0.3960000002090043,0.7242595748625226
1.08,-0.9,-2.610729609111623,0.2880000002090042,0.4816040217686447
1.199388223258503,-0.9,-3.781928079277538,0.1805505992763515,0.1000000001099609
1.199388223258503,-0.9,3.403735271349784,0.1805505992763515,0.1000000001099609
1.2,-0.9,3.397733741515699,0.1800000002090043,0.1020804903781261
1.288888889243351,-0.9,2.525733738038427,0.09999999988998845,0.3653457127337477
1.288888889243351,0.8100000000000001,2.525733738038427,0.09999999988998845,0.3653457127337477
1.288888889514977,0.8100000000000001,2.52573373537378,0.1000000001100051,0.3653457134198007
1.288888889514977,0.8100000000000001,2.52573373537378,0.1000000001100051,0.3653457134198007
1.32,0.8100000000000001,2.2205337415157,0.1251999996028741,0.4391765393361906
1.44,0.8100000000000001,1.043333741515702,0.222399999602874,0.6350085883144091
1.56,0.8100000000000001,-0.1338662584843004,0.3195999996028742,0.6895766372946959
1.68,0.8100000000000001,-1.311066258484299,0.4167999996028741,0.6028806862756054
1.8,0.8100000000000001,-2.4882662584843,0.5139999996028741,0.3749207352567105
1.893319980977549,0.8100000000000001,-3.403735271874055,0.5895891841946888,0.09999999988997513
1.893319980977549,0.8100000000000001,3.063361744686649,0.5895891841946888,0.09999999988997513
1.92,0.8100000000000001,2.801630758076406,0.611199999602874,0.1782390556466167
2.04,0.8100000000000001,1.624430758076405,0.708399999602874,0.4438027466124383
2.16,0.8100000000000001,0.4472307580764043,0.8055999996028741,0.568102437580261
2.276543210502645,0.8100000000000001,-0.6960581369545447,0.9000000001100166,0.5536028667816756
2.276543210502645,-0.7290000000000001,-0.6960581369545447,0.9000000001100166,0.5536028667816756
2.276543210804455,-0.7290000000000001,-0.6960581399152965,0.8999999998899975,0.553602866571598
2.276543210804455,-0.7290000000000001,-0.6960581399152965,0.8999999998899975,0.553602866571598
2.28,-0.7290000000000001,-0.729969241923591,0.8974800005664454,0.551138128544188
2.4,-0.7290000000000001,-1.907169241923591,0.8100000005664454,0.3929098195105507
2.517858562964048,-0.7290000000000001,-3.0633617446009,0.7240811081656544,0.09999999988991073
2.517858562964048,-0.7290000000000001,2.757025570140811,0.7240811081656544,0.09999999988991073
2.52,-0.7290000000000001,2.736018072818121,0.7225200005664455,0.1058815034289051
2.64,-0.7290000000000001,1.558818072818121,0.6350400005664454,0.3635716721594837
2.76,-0.7290000000000001,0.3816180728181239,0.5475600005664456,0.4799978408960915
2.88,-0.7290000000000001,-0.7955819271818774,0.4600800005664455,0.4551600096333461
3,-0.7290000000000001,-1.972781927181879,0.3726000005664454,0.2890581783707853
3.079943286656701,-0.7290000000000001,-2.757025569284112,0.3143213445937106,0.1000000001099883
3.079943286656701,-0.7290000000000001,2.481323012355701,0.3143213445937106,0.1000000001099883
3.12,-0.7290000000000001,2.088366654457936,0.2851200005664454,0.1915233746209693
3.24,-0.7290000000000001,0.911166654457936,0.1976400005664455,0.3714953731529885
3.36,-0.7290000000000001,-0.2660333455420605,0.1101600005664457,0.4102033716866755
3.37393690079079,-0.7290000000000001,-0.402754342299708,0.09999999988995999,0.4055429578588033
3.37393690079079,0.6561000000000001,-0.402754342299708,0.09999999988995999,0.4055429578588033
3.373936901126214,0.6561000000000001,-0.4027543455902196,0.1000000001100318,0.4055429577237094
3.373936901126214,0.6561000000000001,-0.4027543455902196,0.1000000001100318,0.4055429577237094
3.48,0.6561000000000001,-1.443233345542061,0.1695879992811229,0.3076473702165949
3.585819537980351,0.6561000000000001,-2.4813230131293,0.2390161981500309,0.09999999988993022
3.585819537980351,0.6561000000000001,2.23319071181637,0.2390161981500309,0.09999999988993022
3.6,0.6561000000000001,2.094080379403609,0.248319999281123,0.1306813515562649
3.72,0.6561000000000001,0.9168803794036076,0.3270519992811231,0.3113389970803093
3.84,0.6561000000000001,-0.260319620596388,0.4057839992811229,0.3507326426072851
3.96,0.6561000000000001,-1.437519620596391,0.4845159992811231,0.2488622881348169
4.041108164135244,0.6561000000000001,-2.233190710763131,0.5377310657702564,0.1000000001099005
4.041108164135244,0.6561000000000001,2.009871639686818,0.5377310657702564,0.1000000001099005
4.08,0.6561000000000001,1.628342729853557,0.5632479992811231,0.1707484181465071
4.2,0.6561000000000001,0.4511427298535545,0.6419799992811233,0.2955175457261143
4.32,0.6561000000000001,-0.7260572701464487,0.7207119992811235,0.2790226733073696
4.44,0.6561000000000001,-1.90325727014645,0.7994439992811235,0.1212638008888841
4.450867927568629,0.6561000000000001,-2.009871639594694,0.8065744465589006,0.1000000001099322
4.450867927568629,0.6561000000000001,1.808884475635224,0.8065744465589006,0.1000000001099322
